城市,日期,最高温,最低温,天气,风力风向,空气质量指数
上海,2020-03-01 周日,10°,8°,阴,西北风3级,30 优
上海,2020-03-02 周一,10°,7°,阴,东北风3级,36 优
上海,2020-03-03 周二,12°,8°,阴,东北风2级,34 优
上海,2020-03-04 周三,12°,5°,阴~多云,东北风3级,46 优
上海,2020-03-05 周四,12°,6°,晴,东北风3级,37 优
上海,2020-03-06 周五,14°,10°,阴~小雨,东南风3级,37 优
上海,2020-03-07 周六,15°,10°,阴,东北风2级,76 良
上海,2020-03-08 周日,16°,11°,阴~中雨,东南风3级,35 优
上海,2020-03-09 周一,14°,9°,小雨,东南风3级,26 优
上海,2020-03-10 周二,13°,6°,阴~多云,西北风3级,46 优
上海,2020-03-11 周三,16°,9°,阴,东南风2级,86 良
上海,2020-03-12 周四,16°,10°,多云~小雨,东南风3级,76 良
上海,2020-03-13 周五,13°,7°,小雨~多云,东北风2级,40 优
上海,2020-03-14 周六,14°,8°,阴~晴,西北风2级,40 优
上海,2020-03-15 周日,20°,9°,晴~多云,西北风3级,64 良
上海,2020-03-16 周一,17°,10°,多云,东南风3级,38 优
上海,2020-03-17 周二,23°,12°,阴~多云,西南风2级,50 优
上海,2020-03-18 周三,24°,13°,晴,西南风2级,84 良
上海,2020-03-19 周四,20°,10°,多云~晴,西北风3级,73 良
上海,2020-03-20 周五,19°,12°,晴,东南风3级,51 良
上海,2020-03-21 周六,25°,14°,多云~中雨,东南风2级,57 良
上海,2020-03-22 周日,18°,12°,阴,东北风2级,54 良
上海,2020-03-23 周一,18°,10°,阴~多云,东北风2级,31 优
上海,2020-03-24 周二,20°,13°,阴,东南风3级,42 优
上海,2020-03-25 周三,22°,17°,阴~中雨,东南风3级,41 优
上海,2020-03-26 周四,23°,11°,小雨~中雨,东南风2级,53 良
上海,2020-03-27 周五,13°,6°,阴~中雨,东北风4级,46 优
上海,2020-03-28 周六,8°,6°,中雨~阴,东北风3级,34 优
上海,2020-03-29 周日,10°,8°,小雨,东北风2级,34 优
上海,2020-03-30 周一,12°,10°,小雨,东北风3级,29 优
上海,2020-03-31 周二,16°,10°,小雨,东北风2级,34 优
上海,2020-04-01 周三,17°,10°,阴~多云,北风3级,54 良
上海,2020-04-02 周四,17°,10°,晴~阴,东北风2级,50 优
上海,2020-04-03 周五,17°,10°,阴,东北风2级,51 良
上海,2020-04-04 周六,20°,9°,多云~阴,东北风2级,79 良
上海,2020-04-05 周日,15°,10°,阴,东北风3级,51 良
上海,2020-04-06 周一,15°,10°,阴,东北风2级,39 优
上海,2020-04-07 周二,21°,11°,多云~晴,东南风1级,48 优
上海,2020-04-08 周三,22°,12°,阴,东南风2级,54 良
上海,2020-04-09 周四,21°,13°,晴,东南风3级,59 良
上海,2020-04-10 周五,20°,11°,阴~小雨,东南风3级,48 优
上海,2020-04-11 周六,13°,7°,小雨~阴,东北风3级,43 优
上海,2020-04-12 周日,19°,10°,小雨,西北风4级,77 良
上海,2020-04-13 周一,19°,10°,晴~多云,西北风3级,79 良
上海,2020-04-14 周二,19°,13°,阴~小雨,东南风2级,92 良
上海,2020-04-15 周三,24°,16°,阴~多云,西南风2级,90 良
上海,2020-04-16 周四,26°,16°,阴~小雨,东南风3级,75 良
上海,2020-04-17 周五,21°,14°,阴~晴,西南风2级,95 良
上海,2020-04-18 周六,17°,13°,阴~中雨,东北风3级,73 良
上海,2020-04-19 周日,15°,12°,小雨~晴,西北风3级,55 良
上海,2020-04-20 周一,22°,13°,阴~小雨,东北风2级,76 良
上海,2020-04-21 周二,15°,10°,阴~小雨,东北风3级,70 良
上海,2020-04-22 周三,19°,12°,阴~多云,西南风1级,43 优
上海,2020-04-23 周四,19°,12°,多云,东北风2级,50 优
上海,2020-04-24 周五,23°,14°,晴,西南风2级,59 良
上海,2020-04-25 周六,26°,15°,阴,西南风3级,73 良
上海,2020-04-26 周日,23°,13°,阴~小雨,东北风3级,67 良
上海,2020-04-27 周一,20°,12°,阴~晴,东北风3级,43 优
上海,2020-04-28 周二,23°,14°,晴,东南风3级,42 优
上海,2020-04-29 周三,26°,18°,晴,东南风3级,50 优
上海,2020-04-30 周四,32°,21°,多云~阴,南风3级,86 良
上海,2020-05-01 周五,24°,20°,小雨,南风2级,100 良
上海,2020-05-02 周六,29°,22°,阴~晴,南风3级,52 良
上海,2020-05-03 周日,34°,22°,晴,西南风2级,84 良
上海,2020-05-04 周一,27°,19°,晴~阴,东北风3级,117 轻度
上海,2020-05-05 周二,20°,19°,中雨~阴,东风3级,53 良
上海,2020-05-06 周三,21°,18°,阴~晴,东北风3级,41 优
上海,2020-05-07 周四,25°,20°,晴~小雨,东南风3级,44 优
上海,2020-05-08 周五,25°,21°,阴~中雨,东南风4级,36 优
上海,2020-05-09 周六,23°,19°,阴~小雨,西北风2级,65 良
上海,2020-05-10 周日,22°,18°,阴~多云,东北风2级,108 轻度
上海,2020-05-11 周一,27°,18°,多云,西南风2级,122 轻度
上海,2020-05-12 周二,30°,19°,晴~多云,西北风3级,97 良
上海,2020-05-13 周三,29°,19°,晴~阴,东南风3级,80 良
上海,2020-05-14 周四,25°,21°,阴~小雨,东南风4级,61 良
上海,2020-05-15 周五,28°,22°,阴~中雨,南风2级,55 良
上海,2020-05-16 周六,25°,22°,小雨~多云,东南风2级,108 轻度
上海,2020-05-17 周日,29°,21°,阴~多云,东南风2级,105 轻度
上海,2020-05-18 周一,30°,17°,阴~晴,西北风3级,85 良
上海,2020-05-19 周二,29°,19°,晴~多云,西北风3级,86 良
上海,2020-05-20 周三,30°,21°,多云,东南风3级,94 良
上海,2020-05-21 周四,26°,19°,阴,东南风3级,97 良
上海,2020-05-22 周五,26°,19°,阴,东南风3级,48 优
上海,2020-05-23 周六,27°,21°,阴~晴,东南风2级,45 优
上海,2020-05-24 周日,32°,22°,晴~阴,东风2级,69 良
上海,2020-05-25 周一,27°,20°,阴~小雨,东北风2级,96 良
上海,2020-05-26 周二,20°,17°,小雨~多云,东北风2级,44 优
上海,2020-05-27 周三,26°,21°,多云,东南风2级,65 良
上海,2020-05-28 周四,31°,21°,阴,西南风2级,109 轻度
上海,2020-05-29 周五,25°,17°,阴~大雨,东南风3级,122 轻度
上海,2020-05-30 周六,19°,18°,大雨~阴,东南风4级,43 优
上海,2020-05-31 周日,28°,22°,阴,西北风2级,60 良
上海,2020-06-01 周一,30°,22°,阴,东南风2级,75 良
上海,2020-06-02 周二,33°,23°,小雨,南风2级,96 良
上海,2020-06-03 周三,28°,22°,小雨~阴,西南风2级,42 优
上海,2020-06-04 周四,30°,22°,阴~小雨,西南风2级,56 良
上海,2020-06-05 周五,23°,21°,暴雨~中雨,东南风3级,46 优
上海,2020-06-06 周六,28°,21°,阴,东北风3级,29 优
上海,2020-06-07 周日,29°,22°,阴~多云,东南风3级,36 优
上海,2020-06-08 周一,28°,22°,晴~阴,东南风3级,51 良
上海,2020-06-09 周二,28°,24°,阴,东南风3级,25 优
上海,2020-06-10 周三,27°,24°,小雨~阴,东南风2级,49 优
上海,2020-06-11 周四,29°,25°,多云~小雨,东风2级,69 良
上海,2020-06-12 周五,34°,27°,多云~阴,南风2级,83 良
上海,2020-06-13 周六,33°,27°,阴~小雨,西南风2级,66 良
上海,2020-06-14 周日,31°,24°,阴~小雨,东北风2级,41 优
上海,2020-06-15 周一,27°,22°,大暴雨~大雨,东南风2级,68 良
上海,2020-06-16 周二,25°,22°,小雨,东风3级,37 优
上海,2020-06-17 周三,31°,25°,阴,东南风2级,56 良
上海,2020-06-18 周四,32°,22°,阴~小雨,西风3级,41 优
上海,2020-06-19 周五,28°,21°,阴~小雨,东北风2级,42 优
上海,2020-06-20 周六,25°,20°,小雨,东南风2级,59 良
上海,2020-06-21 周日,23°,21°,小雨,东风2级,28 优
上海,2020-06-22 周一,25°,24°,阴~小雨,东南风3级,29 优
上海,2020-06-23 周二,27°,24°,阴~大雨,东南风3级,35 优
上海,2020-06-24 周三,27°,24°,小雨~中雨,西风2级,41 优
上海,2020-06-25 周四,25°,23°,中雨~多云,西南风2级,57 良
上海,2020-06-26 周五,31°,24°,阴~小雨,东南风2级,53 良
上海,2020-06-27 周六,27°,24°,中雨~小雨,西南风2级,47 优
上海,2020-06-28 周日,26°,25°,暴雨~小雨,东风2级,37 优
上海,2020-06-29 周一,28°,22°,中雨~小雨,西南风3级,42 优
上海,2020-06-30 周二,32°,23°,晴~多云,东北风2级,46 优
上海,2020-07-01 周三,30°,23°,阴,东南风3级,36 优
上海,2020-07-02 周四,27°,23°,小雨~大雨,东南风3级,31 优
上海,2020-07-03 周五,29°,23°,阴,西南风3级,24 优
上海,2020-07-04 周六,27°,23°,阴~中雨,东北风2级,31 优
上海,2020-07-05 周日,25°,24°,大雨~中雨,南风2级,37 优
上海,2020-07-06 周一,26°,24°,大暴雨~暴雨,西南风2级,41 优
上海,2020-07-07 周二,31°,24°,小雨,西南风2级,41 优
上海,2020-07-08 周三,29°,24°,小雨,南风2级,40 优
上海,2020-07-09 周四,26°,24°,中雨~小雨,东北风2级,35 优
上海,2020-07-10 周五,27°,24°,阴~中雨,东北风2级,34 优
上海,2020-07-11 周六,27°,25°,大雨~阴,东风2级,48 优
上海,2020-07-12 周日,36°,25°,阴,西南风3级,64 良
上海,2020-07-13 周一,30°,24°,小雨,西北风2级,44 优
上海,2020-07-14 周二,26°,20°,阴~中雨,东北风2级,54 良
上海,2020-07-15 周三,21°,20°,暴雨~小雨,东风3级,34 优
上海,2020-07-16 周四,24°,22°,小雨~中雨,东风2级,30 优
上海,2020-07-17 周五,23°,23°,中雨~阴,东南风3级,31 优
上海,2020-07-18 周六,32°,27°,阴~小雨,东南风2级,44 优
上海,2020-07-19 周日,34°,25°,阴~小雨,西南风3级,57 良
上海,2020-07-20 周一,26°,24°,小雨,东北风2级,42 优
上海,2020-07-21 周二,33°,26°,阴,东风2级,75 良
上海,2020-07-22 周三,35°,27°,阴,东南风2级,91 良
上海,2020-07-23 周四,36°,25°,阴~中雨,西南风3级,42 优
上海,2020-07-24 周五,30°,23°,阴~晴,西北风3级,44 优
上海,2020-07-25 周六,33°,25°,多云,西北风2级,96 良
上海,2020-07-26 周日,31°,26°,阴~小雨,东南风2级,63 良
上海,2020-07-27 周一,32°,27°,阴~多云,东南风2级,50 优
上海,2020-07-28 周二,33°,27°,暴雨~阴,东南风2级,56 良
上海,2020-07-29 周三,33°,27°,阴,东南风3级,30 优
上海,2020-07-30 周四,34°,28°,阴,东南风3级,21 优
上海,2020-07-31 周五,32°,28°,阴,东南风4级,27 优
上海,2020-08-01 周六,35°,28°,多云,南风3级,29 优
上海,2020-08-02 周日,36°,28°,阴~多云,南风3级,32 优
上海,2020-08-03 周一,34°,27°,多云~小雨,东南风4级,25 优
上海,2020-08-04 周二,31°,27°,小雨~暴雨,东南风4级,27 优
上海,2020-08-05 周三,29°,27°,中雨~阴,南风4级,21 优
上海,2020-08-06 周四,35°,28°,阴,西南风3级,36 优
上海,2020-08-07 周五,36°,28°,阴~小雨,西南风2级,56 良
上海,2020-08-08 周六,33°,28°,阴,西南风3级,41 优
上海,2020-08-09 周日,36°,28°,阴~小雨,南风3级,49 优
上海,2020-08-10 周一,36°,28°,阴,西南风3级,41 优
上海,2020-08-11 周二,35°,28°,小雨~多云,南风3级,34 优
上海,2020-08-12 周三,36°,29°,多云~晴,南风3级,35 优
上海,2020-08-13 周四,38°,30°,晴~多云,西南风3级,41 优
上海,2020-08-14 周五,38°,29°,阴~晴,西南风2级,51 良
上海,2020-08-15 周六,36°,28°,晴,东南风3级,31 优
上海,2020-08-16 周日,37°,28°,阴~晴,东南风3级,36 优
上海,2020-08-17 周一,35°,28°,阴~晴,东南风3级,37 优
上海,2020-08-18 周二,35°,27°,晴~多云,东南风3级,48 优
上海,2020-08-19 周三,36°,27°,晴,东南风3级,41 优
上海,2020-08-20 周四,37°,27°,阴~多云,东南风3级,39 优
上海,2020-08-21 周五,35°,27°,多云,东南风3级,37 优
上海,2020-08-22 周六,34°,27°,多云,东南风3级,34 优
上海,2020-08-23 周日,35°,26°,晴,东南风2级,36 优
上海,2020-08-24 周一,36°,27°,晴,东南风2级,27 优
上海,2020-08-25 周二,36°,27°,阴~小雨,东北风3级,25 优
上海,2020-08-26 周三,33°,26°,大雨~阴,西北风4级,32 优
上海,2020-08-27 周四,33°,26°,多云~小雨,西风2级,49 优
上海,2020-08-28 周五,31°,26°,中雨,东南风2级,29 优
上海,2020-08-29 周六,27°,26°,中雨~多云,南风2级,28 优
上海,2020-08-30 周日,34°,26°,多云~晴,东南风3级,53 良
上海,2020-08-31 周一,34°,27°,晴~多云,东风3级,23 优
上海,2020-09-01 周二,33°,26°,阴~小雨,东北风3级,29 优
上海,2020-09-02 周三,31°,24°,小雨~多云,西北风4级,30 优
上海,2020-09-03 周四,31°,23°,晴,西北风3级,73 良
上海,2020-09-04 周五,32°,23°,多云,东南风2级,76 良
上海,2020-09-05 周六,32°,23°,晴,东风3级,42 优
上海,2020-09-06 周日,31°,24°,多云~晴,北风3级,41 优
上海,2020-09-07 周一,33°,24°,阴~晴,西北风3级,89 良
上海,2020-09-08 周二,35°,25°,晴~多云,南风2级,83 良
上海,2020-09-09 周三,33°,24°,阴~多云,东南风2级,50 优
上海,2020-09-10 周四,31°,23°,小雨,东南风2级,46 优
上海,2020-09-11 周五,25°,22°,小雨~多云,东南风2级,34 优
上海,2020-09-12 周六,27°,22°,小雨~阴,东北风2级,37 优
上海,2020-09-13 周日,29°,23°,阴,东北风2级,34 优
上海,2020-09-14 周一,27°,21°,小雨,东南风2级,29 优
上海,2020-09-15 周二,23°,22°,大雨~小雨,东南风2级,34 优
上海,2020-09-16 周三,28°,21°,阴~暴雨,西北风2级,61 良
上海,2020-09-17 周四,22°,18°,大雨~中雨,东北风3级,52 良
上海,2020-09-18 周五,19°,17°,小雨~阴,北风2级,40 优
上海,2020-09-19 周六,23°,19°,小雨~多云,东北风2级,90 良
上海,2020-09-20 周日,27°,20°,阴,东北风2级,48 优
上海,2020-09-21 周一,26°,20°,阴,东南风1级,40 优
上海,2020-09-22 周二,25°,20°,阴,东北风2级,38 优
上海,2020-09-23 周三,22°,20°,小雨~多云,东北风2级,30 优
上海,2020-09-24 周四,26°,19°,多云~阴,北风3级,40 优
上海,2020-09-25 周五,26°,20°,多云~阴,北风3级,33 优
上海,2020-09-26 周六,26°,20°,阴~多云,东北风3级,31 优
上海,2020-09-27 周日,27°,20°,阴~多云,东北风3级,29 优
上海,2020-09-28 周一,27°,20°,多云,东南风2级,30 优
上海,2020-09-29 周二,26°,19°,阴,东风2级,31 优
上海,2020-09-30 周三,26°,19°,多云,东北风2级,35 优
上海,2020-10-01 周四,27°,21°,晴,东风2级,44 优
上海,2020-10-02 周五,28°,22°,多云~阴,东南风3级,39 优
上海,2020-10-03 周六,25°,19°,阴~大雨,东风3级,27 优
上海,2020-10-04 周日,23°,18°,小雨~多云,东北风3级,32 优
上海,2020-10-05 周一,22°,18°,阴,东北风3级,34 优
上海,2020-10-06 周二,23°,18°,阴,东北风3级,30 优
上海,2020-10-07 周三,22°,18°,阴~晴,东北风3级,27 优
上海,2020-10-08 周四,24°,19°,多云,东北风3级,36 优
上海,2020-10-09 周五,24°,18°,多云,东北风2级,41 优
上海,2020-10-10 周六,24°,17°,阴~多云,东北风2级,35 优
上海,2020-10-11 周日,25°,18°,多云~晴,东北风2级,37 优
上海,2020-10-12 周一,25°,18°,多云,东北风3级,34 优
上海,2020-10-13 周二,23°,17°,多云~晴,东北风3级,44 优
上海,2020-10-14 周三,23°,18°,晴~阴,东北风3级,38 优
上海,2020-10-15 周四,21°,15°,阴~小雨,东北风3级,36 优
上海,2020-10-16 周五,17°,15°,小雨~阴,东北风2级,26 优
上海,2020-10-17 周六,21°,16°,多云,北风3级,41 优
上海,2020-10-18 周日,21°,16°,阴~多云,东北风2级,35 优
上海,2020-10-19 周一,21°,16°,多云,东北风2级,31 优
上海,2020-10-20 周二,22°,17°,多云~小雨,东北风2级,39 优
上海,2020-10-21 周三,19°,14°,小雨~多云,西北风2级,62 良
上海,2020-10-22 周四,21°,13°,阴~多云,北风3级,104 轻度
上海,2020-10-23 周五,19°,12°,多云~晴,北风3级,83 良
上海,2020-10-24 周六,18°,12°,多云,北风2级,39 优
上海,2020-10-25 周日,20°,14°,多云~晴,东南风2级,41 优
上海,2020-10-26 周一,22°,15°,多云,东南风2级,35 优
上海,2020-10-27 周二,21°,16°,阴,东风2级,38 优
上海,2020-10-28 周三,20°,15°,阴,东北风2级,40 优
上海,2020-10-29 周四,20°,13°,阴~晴,东北风2级,39 优
上海,2020-10-30 周五,20°,14°,多云~晴,东北风2级,33 优
上海,2020-10-31 周六,21°,16°,晴~多云,东风2级,42 优
上海,2020-11-01 周日,22°,17°,阴~小雨,东北风2级,56 良
上海,2020-11-02 周一,21°,14°,阴~晴,北风2级,78 良
上海,2020-11-03 周二,18°,12°,晴~多云,北风3级,60 良
上海,2020-11-04 周三,17°,13°,多云,东北风3级,35 优
上海,2020-11-05 周四,20°,16°,阴~晴,东南风2级,35 优
上海,2020-11-06 周五,23°,16°,晴~多云,西北风2级,49 优
上海,2020-11-07 周六,23°,14°,多云~晴,西北风2级,106 轻度
上海,2020-11-08 周日,20°,12°,晴,东北风3级,104 轻度
上海,2020-11-09 周一,18°,12°,晴,东北风2级,62 良
上海,2020-11-10 周二,18°,12°,晴,东北风2级,45 优
上海,2020-11-11 周三,18°,13°,晴,东北风2级,41 优
上海,2020-11-12 周四,20°,14°,多云~晴,东风2级,37 优
上海,2020-11-13 周五,19°,15°,晴,东北风2级,39 优
上海,2020-11-14 周六,20°,16°,多云,东北风2级,46 优
上海,2020-11-15 周日,21°,16°,多云~晴,东风2级,50 优
上海,2020-11-16 周一,21°,17°,阴~多云,东风2级,39 优
上海,2020-11-17 周二,23°,19°,多云~阴,东南风3级,28 优
上海,2020-11-18 周三,27°,17°,多云~小雨,东南风4级,36 优
上海,2020-11-19 周四,20°,13°,阴~小雨,西北风2级,55 良
上海,2020-11-20 周五,16°,12°,小雨~阴,东北风3级,54 良
上海,2020-11-21 周六,17°,14°,阴~小雨,东南风3级,34 优
上海,2020-11-22 周日,14°,11°,小雨~阴,西北风3级,23 优
上海,2020-11-23 周一,12°,10°,阴~小雨,东北风3级,34 优
上海,2020-11-24 周二,11°,11°,小雨,东北风2级,25 优
上海,2020-11-25 周三,14°,12°,小雨~中雨,东北风2级,26 优
上海,2020-11-26 周四,12°,11°,小雨,西风2级,29 优
上海,2020-11-27 周五,12°,8°,小雨~多云,北风3级,34 优
上海,2020-11-28 周六,12°,7°,阴~多云,北风3级,37 优
上海,2020-11-29 周日,11°,8°,多云,北风3级,39 优
上海,2020-11-30 周一,13°,8°,阴~多云,东北风3级,72 良
上海,2020-12-01 周二,14°,9°,多云,东北风3级,39 优
上海,2020-12-02 周三,13°,8°,阴~多云,东北风2级,29 优
上海,2020-12-03 周四,11°,5°,多云,西北风3级,68 良
上海,2020-12-04 周五,9°,5°,多云,北风3级,45 优
上海,2020-12-05 周六,10°,8°,多云~阴,东北风2级,40 优
上海,2020-12-06 周日,14°,9°,多云~小雨,东北风2级,42 优
上海,2020-12-07 周一,14°,8°,阴~多云,东北风3级,54 良
上海,2020-12-08 周二,11°,7°,阴~多云,东北风3级,70 良
上海,2020-12-09 周三,14°,9°,阴~多云,东风2级,35 优
上海,2020-12-10 周四,13°,10°,阴~小雨,北风2级,84 良
上海,2020-12-11 周五,10°,8°,阴,西北风2级,109 轻度
上海,2020-12-12 周六,11°,6°,多云,西北风2级,188 中度
上海,2020-12-13 周日,12°,3°,多云~小雨,西北风3级,173 中度
上海,2020-12-14 周一,5°,1°,阴~多云,西北风4级,28 优
上海,2020-12-15 周二,6°,1°,阴~晴,西北风3级,31 优
上海,2020-12-16 周三,6°,2°,多云~晴,西北风3级,56 良
上海,2020-12-17 周四,8°,4°,阴~小雨,东北风2级,48 优
上海,2020-12-18 周五,7°,4°,小雨~阴,北风3级,60 良
上海,2020-12-19 周六,8°,1°,阴~多云,北风3级,59 良
上海,2020-12-20 周日,8°,2°,晴~多云,北风2级,28 优
上海,2020-12-21 周一,9°,3°,晴,东北风1级,54 良
上海,2020-12-22 周二,11°,5°,晴~多云,东南风1级,79 良
上海,2020-12-23 周三,12°,6°,阴,南风2级,63 良
上海,2020-12-24 周四,12°,4°,多云~阴,西北风3级,122 轻度
上海,2020-12-25 周五,10°,5°,多云~阴,东北风2级,70 良
上海,2020-12-26 周六,12°,10°,阴~小雨,东南风2级,39 优
上海,2020-12-27 周日,13°,7°,多云,西北风2级,85 良
上海,2020-12-28 周一,15°,9°,阴~多云,东南风2级,124 轻度
上海,2020-12-29 周二,16°,-4°,小雨~雨夹雪,北风3级,39 优
上海,2020-12-30 周三,-1°,-5°,晴,西北风4级,43 优
上海,2020-12-31 周四,0°,-4°,晴,西北风3级,54 良
上海,2021-01-01 周五,4°,-1°,晴~多云,西北风2级,52 良
上海,2021-01-02 周六,7°,1°,晴~多云,东北风2级,69 良
上海,2021-01-03 周日,10°,6°,阴,东北风2级,66 良
上海,2021-01-04 周一,13°,7°,阴,东风2级,44 优
上海,2021-01-05 周二,8°,2°,阴~多云,东北风3级,49 优
上海,2021-01-06 周三,5°,-4°,阴,北风3级,46 优
上海,2021-01-07 周四,-3°,-6°,阴,西北风4级,67 良
上海,2021-01-08 周五,-1°,-5°,阴~晴,西北风3级,50 优
上海,2021-01-09 周六,3°,-1°,晴~多云,西北风3级,57 良
上海,2021-01-10 周日,5°,-1°,阴~多云,西北风2级,73 良
上海,2021-01-11 周一,6°,-1°,多云~晴,西北风2级,70 良
上海,2021-01-12 周二,8°,1°,晴,西南风2级,94 良
上海,2021-01-13 周三,14°,4°,晴,西南风2级,80 良
上海,2021-01-14 周四,16°,6°,多云~晴,南风2级,80 良
上海,2021-01-15 周五,19°,2°,晴~阴,西北风3级,80 良
上海,2021-01-16 周六,7°,0°,阴~多云,东北风3级,73 良
上海,2021-01-17 周日,5°,-1°,阴~晴,西北风微风,62 良
上海,2021-01-18 周一,11°,2°,晴,西南风2级,84 良
上海,2021-01-19 周二,11°,6°,多云~晴,东南风3级,68 良
上海,2021-01-20 周三,13°,12°,多云~阴,东南风3级,34 优
上海,2021-01-21 周四,17°,9°,阴~小雨,东南风2级,46 优
上海,2021-01-22 周五,11°,7°,小雨,东北风2级,64 良
上海,2021-01-23 周六,8°,4°,小雨~阴,北风3级,61 良
上海,2021-01-24 周日,10°,7°,阴,东北风2级,84 良
上海,2021-01-25 周一,15°,9°,阴~小雨,东风2级,36 优
上海,2021-01-26 周二,10°,6°,小雨~多云,西北风2级,43 优
上海,2021-01-27 周三,10°,4°,多云,东北风2级,68 良
上海,2021-01-28 周四,10°,0°,晴,西北风3级,97 良
上海,2021-01-29 周五,8°,4°,晴,东风2级,62 良
上海,2021-01-30 周六,13°,8°,多云~阴,东南风2级,59 良
上海,2021-01-31 周日,14°,8°,阴~小雨,东南风2级,34 优
上海,2021-02-01 周一,11°,5°,小雨~多云,西北风2级,66 良
上海,2021-02-02 周二,10°,4°,多云~晴,东北风微风,73 良
上海,2021-02-03 周三,13°,6°,晴,东南风3级,60 良
上海,2021-02-04 周四,12°,8°,晴~小雨,东北风微风,75 良
上海,2021-02-05 周五,10°,7°,小雨~多云,东南风2级,52 良
上海,2021-02-06 周六,16°,7°,多云~晴,西风2级,79 良
上海,2021-02-07 周日,19°,5°,阴,东北风微风,97 良
上海,2021-02-08 周一,9°,4°,阴,东北风3级,65 良
上海,2021-02-09 周二,11°,5°,多云~阴,东风2级,23 优
上海,2021-02-10 周三,12°,9°,阴~小雨,东南风2级,25 优
上海,2021-02-11 周四,10°,8°,中雨~小雨,东风2级,25 优
上海,2021-02-12 周五,13°,9°,阴~多云,东风2级,31 优
上海,2021-02-13 周六,17°,9°,多云~阴,东北风2级,43 优
上海,2021-02-14 周日,19°,9°,阴,西南风2级,54 良
上海,2021-02-15 周一,11°,4°,阴,北风3级,59 良
上海,2021-02-16 周二,12°,2°,多云,东北风2级,41 优
上海,2021-02-17 周三,7°,1°,晴,北风3级,44 优
上海,2021-02-18 周四,8°,2°,晴,西北风3级,36 优
上海,2021-02-19 周五,17°,9°,多云~晴,西南风2级,52 良
上海,2021-02-20 周六,23°,11°,晴,西南风3级,54 良
上海,2021-02-21 周日,24°,10°,晴~多云,西南风2级,46 优
上海,2021-02-22 周一,26°,7°,阴~晴,北风3级,66 良
上海,2021-02-23 周二,13°,7°,多云,东北风3级,39 优
上海,2021-02-24 周三,15°,10°,多云,东风3级,34 优
上海,2021-02-25 周四,16°,8°,小雨,东南风3级,50 优
上海,2021-02-26 周五,11°,8°,小雨~阴,东北风4级,34 优
上海,2021-02-27 周六,12°,10°,小雨,东北风3级,34 优
上海,2021-02-28 周日,14°,11°,小雨,东南风2级,32 优
上海,2021-03-01 周一,13°,5°,小雨,西北风3级,46 优
上海,2021-03-02 周二,10°,5°,小雨~阴,北风3级,44 优
上海,2021-03-03 周三,11°,9°,阴~小雨,东南风2级,47 优
上海,2021-03-04 周四,14°,6°,小雨~多云,北风2级,55 良
上海,2021-03-05 周五,12°,8°,阴~小雨,东南风2级,50 优
上海,2021-03-06 周六,11°,7°,小雨,东北风3级,41 优
上海,2021-03-07 周日,9°,8°,小雨~阴,北风微风,31 优
上海,2021-03-08 周一,12°,8°,阴~小雨,东北风2级,44 优
上海,2021-03-09 周二,10°,7°,小雨~多云,东北风2级,37 优
上海,2021-03-10 周三,17°,9°,晴~小雨,东北风2级,49 优
上海,2021-03-11 周四,12°,9°,中雨~阴,东南风微风,60 良
上海,2021-03-12 周五,12°,7°,阴,西北风3级,66 良
上海,2021-03-13 周六,16°,8°,阴~多云,东北风2级,81 良
上海,2021-03-14 周日,18°,11°,阴~多云,东南风微风,80 良
上海,2021-03-15 周一,23°,12°,晴~小雨,东南风微风,60 良
上海,2021-03-16 周二,13°,9°,小雨~阴,东北风3级,73 良
上海,2021-03-17 周三,12°,9°,小雨~阴,东北风2级,72 良
上海,2021-03-18 周四,15°,10°,阴~小雨,东北风2级,61 良
上海,2021-03-19 周五,13°,11°,小雨,东北风2级,47 优
上海,2021-03-20 周六,11°,8°,小雨~阴,西北风3级,41 优
上海,2021-03-21 周日,14°,5°,阴~多云,西北风3级,88 良
上海,2021-03-22 周一,15°,7°,晴,西北风2级,55 良
上海,2021-03-23 周二,17°,11°,阴,东南风3级,69 良
上海,2021-03-24 周三,19°,10°,小雨~多云,东南风2级,39 优
上海,2021-03-25 周四,22°,12°,晴~多云,东北风2级,63 良
上海,2021-03-26 周五,21°,15°,阴~小雨,东南风3级,51 良
上海,2021-03-27 周六,21°,15°,小雨,西南风3级,40 优
上海,2021-03-28 周日,23°,14°,晴,西风2级,89 良
上海,2021-03-29 周一,25°,14°,阴~小雨,东南风微风,85 良
上海,2021-03-30 周二,19°,14°,扬沙~小雨,东北风3级,248 重度
上海,2021-03-31 周三,15°,13°,小雨,东风3级,119 轻度
上海,2021-04-01 周四,17°,16°,阴,东北风2级,43 优
上海,2021-04-02 周五,20°,15°,阴~小雨,西北风2级,74 良
上海,2021-04-03 周六,18°,11°,阴~小雨,西北风3级,75 良
上海,2021-04-04 周日,17°,9°,晴,西北风3级,40 优
上海,2021-04-05 周一,19°,11°,多云~阴,东北风微风,36 优
上海,2021-04-06 周二,20°,12°,多云~阴,东北风2级,34 优
上海,2021-04-07 周三,17°,12°,阴~小雨,东风2级,39 优
上海,2021-04-08 周四,19°,10°,小雨~晴,东北风2级,54 良
上海,2021-04-09 周五,19°,10°,晴~多云,东北风2级,46 优
上海,2021-04-10 周六,20°,14°,多云~小雨,东风3级,45 优
上海,2021-04-11 周日,16°,15°,中雨~大雨,东南风3级,32 优
